STD_YM,gid,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202510,마라323767,1,0,3.5,10.5,10.5,28.0,17.5,49.0,80.5,73.5,56.0,14.0,21.0,52.5,21.0,35.0,21.0,35.0,24.5,49.0,28.0,14.0,21.0,24.5,24.5,7.0
202510,마라323772,1,0,0.0,10.5,10.5,3.5,7.0,80.5,45.5,21.0,14.0,31.5,21.0,35.0,56.0,31.5,45.5,80.5,42.0,38.5,35.0,31.5,31.5,45.5,10.5,3.5
202510,마라325764,1,0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,17.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202510,마라325778,1,0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202510,마라327786,1,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.5,7.0,0.0,0.0,3.5,0.0,7.0,3.5,3.5,3.5,3.5,0.0,7.0,10.5,10.5,3.5,0.0
202510,마라327789,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,7.0,3.5,3.5,3.5,3.5,3.5
202510,마라327791,1,0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,3.5,3.5,3.5,3.5,10.5,10.5,3.5,3.5,42.0,45.5,49.0,49.0,42.0,31.5,28.0,7.0
202510,마라328769,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,10.5,0.0,7.0,0.0,10.5,3.5,3.5,7.0,3.5,3.5,3.5,0.0
202510,마라328789,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0
202510,마라328790,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,10.5,14.0,24.5,7.0,7.0,28.0,38.5,31.5,56.0,52.5,59.5,45.5,52.5,17.5
202510,마라329771,1,0,10.5,42.0,14.0,28.0,87.5,66.5,94.5,35.0,80.5,49.0,80.5,150.5,168.0,157.5,164.5,206.5,290.5,273.0,262.5,150.5,245.0,171.5,119.0,38.5
